Key,Id,English(en),Dutch(nl),Chinese (Simplified)(zh-Hans),Finnish(fi),French(fr),German(de),Hungarian(hu),Japanese(ja),Portuguese(pt),Russian(ru),Spanish(es)
3D_Project_TowerDefence,,"These are three of the placeable structures from the tower defense game I worked on. The scene also showcases one of the enemies you must fend off. This enemy is designed to wield a variety of weapons and equipment, including throwable bombs, shields, and axes, adding strategic depth to the gameplay.","Dit zijn drie van de plaatsbare bouwwerken uit het Tower Defense-spel waaraan ik heb gewerkt. De scène toont ook een van de vijanden die je moet afweren. Deze vijand is ontworpen om een ​​verscheidenheid aan wapens en uitrusting te hanteren, waaronder werpbommen, schilden en bijlen, waardoor strategische diepte aan de gameplay wordt toegevoegd.",这是我制作的塔防游戏中的三个可放置结构。该场景还展示了您必须抵御的敌人之一。这个敌人被设计为使用各种武器和装备，包括投掷炸弹、盾牌和斧头，增加了游戏的战略深度。,"Nämä ovat kolme sijoitettavaa rakennetta tornipuolustuspelistä, jonka parissa työskentelin. Kohtaus esittelee myös yhden vihollisista, joita sinun on torjuttava. Tämä vihollinen on suunniteltu käyttämään erilaisia ​​aseita ja varusteita, mukaan lukien heitettäviä pommeja, kilpiä ja kirveitä, mikä lisää strategista syvyyttä peliin.","Ce sont trois des structures plaçables du jeu de tower defense sur lequel j'ai travaillé. La scène présente également l'un des ennemis que vous devez repousser. Cet ennemi est conçu pour manier une variété d'armes et d'équipements, notamment des bombes jetables, des boucliers et des haches, ajoutant ainsi une profondeur stratégique au gameplay.","Dies sind drei der platzierbaren Strukturen aus dem Tower-Defense-Spiel, an dem ich gearbeitet habe. Die Szene zeigt auch einen der Feinde, die Sie abwehren müssen. Dieser Feind ist darauf ausgelegt, eine Vielzahl von Waffen und Ausrüstung zu führen, darunter Wurfbomben, Schilde und Äxte, was dem Gameplay strategische Tiefe verleiht.","Ez a három elhelyezhető szerkezet a toronyvédelmi játékból, amelyen dolgoztam. A jelenet az egyik ellenséget is bemutatja, akit el kell hárítanod. Ezt az ellenséget arra tervezték, hogy különféle fegyvereket és felszereléseket használjon, beleértve a dobható bombákat, pajzsokat és baltákat, stratégiai mélységet adva a játékmenetnek.",これらは、私が取り組んだタワー ディフェンス ゲームの配置可能な構造物のうちの 3 つです。このシーンでは、撃退しなければならない敵の 1 つも示されています。この敵は、投擲可能な爆弾、盾、斧などのさまざまな武器や装備を操るように設計されており、ゲームプレイに戦略的な深みを加えています。,"Estas são três das estruturas posicionáveis ​​do jogo de defesa em que trabalhei. A cena também mostra um dos inimigos que você deve defender. Este inimigo foi projetado para empunhar uma variedade de armas e equipamentos, incluindo bombas, escudos e machados que podem ser jogados, adicionando profundidade estratégica ao jogo.","Это три размещаемые конструкции из игры Tower Defense, над которой я работал. В этой сцене также показан один из врагов, от которого вам нужно отбиться. Этот враг создан для использования разнообразного оружия и снаряжения, включая метательные бомбы, щиты и топоры, что добавляет стратегическую глубину игровому процессу.","Estas son tres de las estructuras colocables del juego de defensa de torres en el que trabajé. La escena también muestra a uno de los enemigos que debes defender. Este enemigo está diseñado para empuñar una variedad de armas y equipos, incluidas bombas arrojadizas, escudos y hachas, lo que agrega profundidad estratégica al juego."
3D_Project_VikingSurvival,,"This is one of the axes I created for Viking Survival, a game currently in development. I've designed a wide range of axes, along with an extensive pack of environmental assets, to help create immersive and visually engaging levels.","Dit is een van de bijlen die ik heb gemaakt voor Viking Survival, een spel dat momenteel in ontwikkeling is. Ik heb een breed scala aan assen ontworpen, samen met een uitgebreid pakket aan milieumiddelen, om meeslepende en visueel aantrekkelijke niveaus te helpen creëren.",这是我为《维京生存》（目前正在开发的一款游戏）创建的轴之一。我设计了各种各样的轴以及大量的环境资产，以帮助创建身临其境且具有视觉吸引力的关卡。,"Tämä on yksi akseleista, jonka loin parhaillaan kehitteillä olevalle Viking Survival -pelille. Olen suunnitellut laajan valikoiman akseleita sekä laajan paketin ympäristöresursseja auttamaan luomaan mukaansatempaavia ja visuaalisesti kiinnostavia tasoja.","C'est l'un des axes que j'ai créé pour Viking Survival, un jeu actuellement en développement. J'ai conçu une large gamme d'axes, ainsi qu'un vaste ensemble d'actifs environnementaux, pour aider à créer des niveaux immersifs et visuellement attrayants.","Dies ist eine der Äxte, die ich für Viking Survival erstellt habe, ein Spiel, das sich derzeit in der Entwicklung befindet. Ich habe eine breite Palette von Achsen sowie ein umfangreiches Paket an Umweltressourcen entworfen, um dabei zu helfen, immersive und visuell ansprechende Levels zu erstellen.","Ez az egyik tengely, amelyet a Viking Survival játékhoz készítettem, egy jelenleg fejlesztés alatt álló játékhoz. A tengelyek széles választékát, valamint a környezeti eszközök kiterjedt csomagját terveztem, hogy segítsek magával ragadó és vizuálisan vonzó szintek létrehozásában.",これは、現在開発中のゲーム、Viking Survival 用に作成した軸の 1 つです。没入型で視覚的に魅力的なレベルの作成に役立つように、広範な環境アセットのパックとともに、幅広い軸を設計しました。,"Este é um dos eixos que criei para Viking Survival, jogo atualmente em desenvolvimento. Projetei uma ampla variedade de eixos, juntamente com um extenso pacote de recursos ambientais, para ajudar a criar níveis envolventes e visualmente envolventes.","Это один из топоров, которые я создал для Viking Survival, игры, которая сейчас находится в разработке. Я разработал широкий спектр осей, а также обширный пакет ресурсов окружающей среды, чтобы помочь создать захватывающие и визуально привлекательные уровни.","Este es uno de los ejes que creé para Viking Survival, un juego actualmente en desarrollo. He diseñado una amplia gama de ejes, junto con un amplio paquete de recursos ambientales, para ayudar a crear niveles inmersivos y visualmente atractivos."
Programming_PortfolioGame,,PortfolioGame,PortfolioSpel,投资组合游戏,PortfolioGame,PortefeuilleJeu,PortfolioGame,PortfolioGame,ポートフォリオゲーム,PortfólioJogo,ПортфолиоИгры,PortafolioJuego
Programming_Local,,Local Changes,Lokale veranderingen,局部变化,Paikalliset muutokset,Changements locaux,Lokale Änderungen,Helyi változások,ローカルな変更,Mudanças locais,Локальные изменения,Cambios locales
Programming_Commits,,Commits,Verplicht,提交,Sitoutuu,S'engage,Commits,Elkötelezi magát,コミット,Confirmações,фиксирует,Se compromete
Programming_Branches,,Branches,Takken,分支机构,Haarat,Succursales,Zweige,Ágak,支店,Galhos,Филиалы,Sucursales
Programming_Project_MurlocRPG_Desc,,"Murloc RPG is a fan game inspired by the original Murloc RPG game. In this version, you play as a younger murloc who must save his small friends after a spell causes the elder creatures to become overly aggressive and attack them.",Murloc RPG is een fangame geïnspireerd op de originele Murloc RPG-game. In deze versie speel je als een jongere Murloc die zijn kleine vrienden moet redden nadat een spreuk ervoor zorgt dat de oudere wezens overdreven agressief worden en hen aanvallen.,鱼人 RPG 是一款受原版鱼人 RPG 游戏启发的同人游戏。在这个版本中，你扮演一个年轻的鱼人，在咒语导致年老生物变得过于激进并攻击他们之后，他必须拯救他的小朋友。,"Murloc RPG on fanipeli, joka on saanut inspiraationsa alkuperäisestä Murloc RPG -pelistä. Tässä versiossa pelaat nuorempana murlocina, jonka on pelastettava pienet ystävänsä sen jälkeen, kun loitsu saa vanhimmat olennot muuttumaan liian aggressiivisiksi ja hyökkäämään heitä vastaan.","Murloc RPG est un jeu de fans inspiré du jeu Murloc RPG original. Dans cette version, vous incarnez un jeune murloc qui doit sauver ses petits amis après qu'un sort ait rendu les créatures plus âgées trop agressives et les ait attaquées.","Murloc RPG ist ein Fanspiel, das vom ursprünglichen Murloc RPG-Spiel inspiriert ist. In dieser Version spielst du einen jüngeren Murloc, der seine kleinen Freunde retten muss, nachdem ein Zauber dazu geführt hat, dass die älteren Kreaturen übermäßig aggressiv werden und sie angreifen.","A Murloc RPG egy rajongói játék, amelyet az eredeti Murloc RPG játék ihletett. Ebben a verzióban fiatalabb murlocként játszol, akinek meg kell mentenie kis barátait, miután egy varázslat hatására az idősebb lények túlságosan agresszívvé válnak és megtámadják őket.",マーロック RPG は、オリジナルのマーロック RPG ゲームからインスピレーションを得たファン ゲームです。このバージョンでは、あなたは若いマーロックとしてプレイします。呪文によって年長の生き物が過剰に攻撃的になり、彼らを攻撃した後、小さな友達を救わなければなりません。,"Murloc RPG é um fan game inspirado no jogo Murloc RPG original. Nesta versão, você joga como um murloc mais jovem que deve salvar seus pequenos amigos depois que um feitiço faz com que as criaturas mais velhas se tornem excessivamente agressivas e os ataquem.","Murloc RPG — фанатская игра, вдохновленная оригинальной ролевой игрой Murloc. В этой версии вы играете за молодого мурлока, который должен спасти своих маленьких друзей после того, как заклинание заставляет старших существ стать чрезмерно агрессивными и атаковать их.","Murloc RPG es un juego para fanáticos inspirado en el juego Murloc RPG original. En esta versión, juegas como un múrloc más joven que debe salvar a sus pequeños amigos después de que un hechizo hace que las criaturas mayores se vuelvan demasiado agresivas y los ataquen."
Programming_Project_MurlocRPG_Briefing,,"Murloc RPG was a project I started as a personal evaluation moment. About a year ago, I began learning C#, and since then, I’ve become deeply immersed in mastering my first programming language. I had previously tried to create a full game from start to finish with the Viking Survival project, but due to my dependence on ChatGPT at the time, I struggled to properly refactor my code and apply feedback from alpha testing.

With Murloc RPG, I aimed to demonstrate that I had overcome those challenges. This project allowed me to show my progress in coding, as well as implement better practices. Additionally, I wanted to challenge myself by integrating FMOD into the project for the first time, learning how to use it alongside existing code and gameplay elements.","Murloc RPG was een project dat ik begon als een persoonlijk evaluatiemoment. Ongeveer een jaar geleden begon ik C# te leren, en sindsdien ben ik diep ondergedompeld geraakt in het beheersen van mijn eerste programmeertaal. Ik had eerder geprobeerd een volledige game van begin tot eind te maken met het Viking Survival-project, maar omdat ik destijds afhankelijk was van ChatGPT, had ik moeite om mijn code op de juiste manier te herstructureren en feedback van alfatests toe te passen.

Met Murloc RPG wilde ik aantonen dat ik die uitdagingen had overwonnen. Dankzij dit project kon ik mijn voortgang op het gebied van coderen laten zien en betere praktijken implementeren. Bovendien wilde ik mezelf uitdagen door FMOD voor het eerst in het project te integreren en te leren hoe ik het kon gebruiken naast bestaande code en gameplay-elementen.","鱼人 RPG 是我作为个人评估时刻而开始的一个项目。大约一年前，我开始学习 C#，从那时起，我就深深地沉浸在掌握我的第一门编程语言中。我之前曾尝试通过 Viking Survival 项目从头到尾创建一个完整的游戏，但由于当时我对 ChatGPT 的依赖，我很难正确重构我的代码并应用 alpha 测试的反馈。

通过鱼人角色扮演游戏，我的目的是证明我已经克服了这些挑战。这个项目让我展示了我在编码方面的进展，以及实施更好的实践。此外，我想通过首次将 FMOD 集成到项目中来挑战自己，学习如何将其与现有代码和游戏元素一起使用。","Murloc RPG oli projekti, jonka aloitin henkilökohtaisena arviointihetkenä. Noin vuosi sitten aloin oppia C#:a, ja siitä lähtien olen syvästi uppoutunut ensimmäisen ohjelmointikieleni hallitsemiseen. Olin aiemmin yrittänyt luoda koko pelin alusta loppuun Viking Survival -projektin kanssa, mutta koska olin silloin riippuvainen ChatGPT:stä, minulla oli vaikeuksia muokata koodiani oikein ja soveltaa palautetta alfatestauksesta.

Murloc RPG:llä pyrin osoittamaan, että olin voittanut nämä haasteet. Tämä projekti antoi minulle mahdollisuuden näyttää edistymiseni koodauksessa sekä ottaa käyttöön parempia käytäntöjä. Lisäksi halusin haastaa itseni integroimalla FMOD:n projektiin ensimmäistä kertaa ja opetella käyttämään sitä olemassa olevan koodin ja pelielementtien rinnalla.","Murloc RPG est un projet que j'ai commencé comme moment d'évaluation personnelle. Il y a environ un an, j’ai commencé à apprendre le C# et depuis, je me suis plongé profondément dans la maîtrise de mon premier langage de programmation. J'avais déjà essayé de créer un jeu complet du début à la fin avec le projet Viking Survival, mais en raison de ma dépendance à l'égard de ChatGPT à l'époque, j'avais du mal à refactoriser correctement mon code et à appliquer les retours des tests alpha.

Avec Murloc RPG, mon objectif était de démontrer que j'avais surmonté ces défis. Ce projet m'a permis de montrer mes progrès en codage, ainsi que de mettre en œuvre de meilleures pratiques. De plus, je voulais me mettre au défi en intégrant FMOD dans le projet pour la première fois, en apprenant à l'utiliser avec le code et les éléments de gameplay existants.","Murloc RPG war ein Projekt, das ich als persönlichen Evaluierungsmoment gestartet habe. Vor etwa einem Jahr begann ich, C# zu lernen, und seitdem habe ich mich intensiv mit der Beherrschung meiner ersten Programmiersprache beschäftigt. Ich hatte zuvor versucht, mit dem Viking Survival-Projekt ein komplettes Spiel von Anfang bis Ende zu erstellen, aber aufgrund meiner damaligen Abhängigkeit von ChatGPT hatte ich Schwierigkeiten, meinen Code richtig umzugestalten und das Feedback aus den Alpha-Tests anzuwenden.

Mit Murloc RPG wollte ich zeigen, dass ich diese Herausforderungen gemeistert habe. Dieses Projekt ermöglichte es mir, meine Fortschritte beim Codieren zu zeigen und bessere Praktiken zu implementieren. Darüber hinaus wollte ich mich der Herausforderung stellen, FMOD zum ersten Mal in das Projekt zu integrieren und zu lernen, wie man es zusammen mit vorhandenem Code und Gameplay-Elementen verwendet.","A Murloc RPG egy olyan projekt volt, amelyet személyes értékelésként indítottam el. Körülbelül egy éve kezdtem el tanulni a C#-t, és azóta mélyen elmerültem az első programozási nyelvem elsajátításában. Korábban megpróbáltam létrehozni egy teljes játékot az elejétől a végéig a Viking Survival projekttel, de a ChatGPT-től való akkori függőségem miatt nehezen tudtam megfelelően átalakítani a kódomat és alkalmazni az alfatesztelésből származó visszajelzéseket.

A Murloc RPG-vel arra törekedtem, hogy bebizonyítsam, hogy sikerült legyőznöm ezeket a kihívásokat. Ez a projekt lehetővé tette számomra, hogy bemutassam a kódolás terén elért fejlődésemet, valamint jobb gyakorlatokat alkalmazzam. Ezenkívül kihívás elé akartam állítani magam azáltal, hogy először integráltam az FMOD-ot a projektbe, és megtanultam, hogyan kell használni a meglévő kód- és játékelemek mellett.","マーロック RPG は、私が個人的な評価の瞬間として始めたプロジェクトです。約 1 年前に C# を学習し始めて、それ以来、初めてのプログラミング言語を習得することに夢中になってきました。私は以前、Viking Survival プロジェクトで最初から最後まで完全なゲームを作成しようとしたことがありましたが、当時は ChatGPT に依存していたため、コードを適切にリファクタリングしてアルファ テストからのフィードバックを適用するのに苦労しました。

Murloc RPG では、それらの課題を克服したことを示すことを目指しました。このプロジェクトにより、コーディングの進歩を示すとともに、より良い実践方法を実装することができました。さらに、初めて FMOD をプロジェクトに統合して、既存のコードやゲームプレイ要素と並行して FMOD を使用する方法を学び、自分自身に挑戦したいと思いました。","Murloc RPG foi um projeto que iniciei como um momento de avaliação pessoal. Há cerca de um ano, comecei a aprender C# e, desde então, mergulhei profundamente no domínio da minha primeira linguagem de programação. Eu já havia tentado criar um jogo completo do início ao fim com o projeto Viking Survival, mas devido à minha dependência do ChatGPT na época, tive dificuldade para refatorar adequadamente meu código e aplicar o feedback dos testes alfa.

Com Murloc RPG, pretendi demonstrar que superei esses desafios. Este projeto me permitiu mostrar meu progresso na codificação, bem como implementar melhores práticas. Além disso, eu queria me desafiar integrando o FMOD ao projeto pela primeira vez, aprendendo como usá-lo junto com o código existente e os elementos de jogo.","Murloc RPG — это проект, который я начал как момент личной оценки. Около года назад я начал изучать C# и с тех пор глубоко погрузился в освоение своего первого языка программирования. Раньше я пытался создать полноценную игру от начала до конца с помощью проекта Viking Survival, но из-за моей зависимости от ChatGPT в то время мне было трудно правильно реорганизовать свой код и применить отзывы альфа-тестирования.

С помощью Murloc RPG я стремился продемонстрировать, что преодолел эти трудности. Этот проект позволил мне продемонстрировать свой прогресс в кодировании, а также внедрить лучшие практики. Кроме того, я хотел бросить вызов самому себе, впервые интегрировав FMOD в проект и научившись использовать его вместе с существующим кодом и элементами игрового процесса.","Murloc RPG fue un proyecto que comencé como un momento de evaluación personal. Hace aproximadamente un año, comencé a aprender C# y, desde entonces, me he sumergido profundamente en el dominio de mi primer lenguaje de programación. Anteriormente había intentado crear un juego completo de principio a fin con el proyecto Viking Survival, pero debido a mi dependencia de ChatGPT en ese momento, tuve dificultades para refactorizar adecuadamente mi código y aplicar los comentarios de las pruebas alfa.

Con Murloc RPG, mi objetivo era demostrar que había superado esos desafíos. Este proyecto me permitió mostrar mis avances en codificación, así como implementar mejores prácticas. Además, quería desafiarme a mí mismo integrando FMOD en el proyecto por primera vez, aprendiendo cómo usarlo junto con el código existente y los elementos del juego."
Programming_Project_MurlocRPG_Block0Title,,NPC Interaction,NPC-interactie,NPC互动,NPC-vuorovaikutus,Interaction avec les PNJ,NPC-Interaktion,NPC interakció,NPCのインタラクション,Interação com NPCs,Взаимодействие с NPC,Interacción PNJ
Programming_Project_MurlocRPG_Block0Desc,,"In this video, I’m showcasing the interaction with an NPC. I’m using Cinemachine to create a smooth camera transition, framing the interaction between the murloc player and the NPC murloc.","In deze video laat ik de interactie met een NPC zien. Ik gebruik Cinemachine om een ​​vloeiende camera-overgang te creëren, waarbij de interactie tussen de murloc-speler en de NPC-murloc wordt gekaderd.",在这段视频中，我展示了与 NPC 的互动。我使用 Cinemachine 创建平滑的摄像机过渡，构建鱼人玩家和 NPC 鱼人之间的交互。,"Tässä videossa esittelen vuorovaikutusta NPC:n kanssa. Käytän Cinemachinea luodakseni sujuvan kamerasiirtymän, joka kehystää murloc-soittimen ja NPC murlocin välistä vuorovaikutusta.","Dans cette vidéo, je présente l'interaction avec un PNJ. J'utilise Cinemachine pour créer une transition de caméra fluide, encadrant l'interaction entre le joueur murloc et le PNJ murloc.","In diesem Video zeige ich die Interaktion mit einem NPC. Ich verwende Cinemachine, um einen reibungslosen Kameraübergang zu erstellen und die Interaktion zwischen dem Murloc-Spieler und dem NPC-Murloc einzurahmen.","Ebben a videóban az NPC-vel való interakciót mutatom be. A Cinemachine-t használom a zökkenőmentes kameraátmenet létrehozására, keretezve a murloc lejátszó és az NPC murloc közötti interakciót.",このビデオでは、NPC とのインタラクションを紹介しています。 Cinemachine を使用してスムーズなカメラ トランジションを作成し、マーロック プレーヤーと NPC マーロックの間のインタラクションを構成しています。,"Neste vídeo, estou mostrando a interação com um NPC. Estou usando o Cinemachine para criar uma transição suave de câmera, enquadrando a interação entre o jogador murloc e o NPC murloc.","В этом видео я демонстрирую взаимодействие с NPC. Я использую Cinemachine для создания плавного перехода камеры, иллюстрирующего взаимодействие между игроком-мурлоком и NPC-мурлоком.","En este video, muestro la interacción con un NPC. Estoy usando Cinemachine para crear una transición suave de la cámara, enmarcando la interacción entre el jugador múrloc y el NPC múrloc."
Programming_Project_MurlocRPG_Block1Title,,Shop Interaction,Winkelinteractie,店铺互动,Kaupan vuorovaikutus,Interaction avec la boutique,Shop-Interaktion,Shop Interaction,ショップインタラクション,Interação com a loja,Взаимодействие с магазином,Interacción con la tienda
Programming_Project_MurlocRPG_Block1Desc,,"In this video, I’m showcasing the shop system. The shop offers a wide range of items for purchase, all of which can be easily assigned to shopkeepers by providing a list of Item ScriptableObjects (ItemSOs). The video also highlights the tooltip functionality I created, allowing players to view basic information and stats for each item.","In deze video laat ik het winkelsysteem zien. De winkel biedt een breed scala aan artikelen die u kunt kopen, die allemaal eenvoudig aan winkeliers kunnen worden toegewezen door een lijst met Item ScriptableObjects (ItemSO's) aan te bieden. De video belicht ook de tooltip-functionaliteit die ik heb gemaakt, waardoor spelers basisinformatie en statistieken voor elk item kunnen bekijken.",在这个视频中，我展示了商店系统。商店提供多种可供购买的商品，所有这些商品都可以通过提供商品脚本对象 (ItemSO) 列表轻松分配给店主。该视频还重点介绍了我创建的工具提示功能，允许玩家查看每个项目的基本信息和统计数据。,"Tässä videossa esittelen kauppajärjestelmän. Kauppa tarjoaa laajan valikoiman ostettavia tuotteita, jotka kaikki voidaan helposti määrittää kauppiaille tarjoamalla luettelo Item ScriptableObjects (ItemSOs) -objekteista. Videossa korostetaan myös luomiani työkaluvihjeitä, joiden avulla pelaajat voivat tarkastella kunkin kohteen perustietoja ja tilastoja.","Dans cette vidéo, je présente le système de boutique. La boutique propose une large gamme d'articles à l'achat, qui peuvent tous être facilement attribués aux commerçants en fournissant une liste d'Item ScriptableObjects (ItemSO). La vidéo met également en évidence la fonctionnalité d'info-bulle que j'ai créée, permettant aux joueurs d'afficher des informations de base et des statistiques pour chaque élément.","In diesem Video stelle ich das Shopsystem vor. Der Shop bietet eine große Auswahl an Artikeln zum Kauf an, die alle einfach den Ladenbesitzern zugeordnet werden können, indem eine Liste von Item ScriptableObjects (ItemSOs) bereitgestellt wird. Das Video hebt auch die von mir erstellte Tooltip-Funktion hervor, die es Spielern ermöglicht, grundlegende Informationen und Statistiken für jeden Gegenstand anzuzeigen.","Ebben a videóban az üzletrendszert mutatom be. Az üzlet a megvásárolható cikkek széles választékát kínálja, amelyek mindegyike könnyen hozzárendelhető a boltosokhoz az Item ScriptableObjects (ItemSO-k) listájának megadásával. A videó az általam létrehozott eszköztipp-funkciókat is kiemeli, lehetővé téve a játékosoknak, hogy megtekintsék az egyes elemekkel kapcsolatos alapvető információkat és statisztikákat.",今回の動画ではショップのシステムを紹介しています。このショップでは幅広い商品を購入でき、Item ScriptableObject (ItemSO) のリストを提供することで店主にそのすべてを簡単に割り当てることができます。このビデオでは、私が作成したツールチップ機能も強調表示されており、プレイヤーは各アイテムの基本情報と統計情報を確認できます。,"Neste vídeo, estou apresentando o sistema de loja. A loja oferece uma ampla variedade de itens para compra, todos os quais podem ser facilmente atribuídos aos lojistas, fornecendo uma lista de Item ScriptableObjects (ItemSOs). O vídeo também destaca a funcionalidade de dicas que criei, permitindo aos jogadores visualizar informações básicas e estatísticas de cada item.","В этом видео я демонстрирую систему магазина. Магазин предлагает широкий выбор товаров для покупки, каждый из которых можно легко назначить владельцам магазинов, предоставив список Item ScriptableObjects (ItemSO). В видео также демонстрируется созданная мной функция всплывающей подсказки, позволяющая игрокам просматривать основную информацию и статистику для каждого предмета.","En este video, muestro el sistema de tienda. La tienda ofrece una amplia gama de artículos para comprar, todos los cuales se pueden asignar fácilmente a los comerciantes proporcionando una lista de Item ScriptableObjects (ItemSO). El video también destaca la función de información sobre herramientas que creé, lo que permite a los jugadores ver información básica y estadísticas de cada elemento."
Programming_Project_MurlocRPG_Block2Title,,Quest Interaction,Quest-interactie,任务互动,Quest-vuorovaikutus,Interaction avec les quêtes,Quest-Interaktion,Küldetés interakció,クエストインタラクション,Interação de missão,Квестовое взаимодействие,Interacción de misión
Programming_Project_MurlocRPG_Block2Desc,,"In this video, I’m showcasing the quest system. Quest NPCs can hold a Quest ScriptableObject (QuestSO), which includes optional fields for a minimum level requirement and prerequisites for completing other quests. The indicator above the NPC’s head dynamically changes based on the current state of the quest it holds, providing clear visual feedback to the player.","In deze video laat ik het zoektochtsysteem zien. Quest-NPC's kunnen een Quest ScriptableObject (QuestSO) bevatten, dat optionele velden bevat voor een minimumniveauvereiste en vereisten voor het voltooien van andere speurtochten. De indicator boven het hoofd van de NPC verandert dynamisch op basis van de huidige status van de zoektocht die deze bevat, waardoor de speler duidelijke visuele feedback krijgt.",在这个视频中，我展示了任务系统。任务 NPC 可以持有任务脚本对象 (QuestSO)，其中包括最低级别要求的可选字段以及完成其他任务的先决条件。 NPC 头顶的指示器会根据当前任务状态动态变化，为玩家提供清晰的视觉反馈。,"Tässä videossa esittelen tehtäväjärjestelmää. Quest NPC:t voivat sisältää Quest ScriptableObject (QuestSO), joka sisältää valinnaisia ​​kenttiä vähimmäistason vaatimuksen ja edellytykset muiden seikkailujen suorittamiseen. NPC:n pään yläpuolella oleva ilmaisin muuttuu dynaamisesti sen hallussa olevan tehtävän nykyisen tilan mukaan, mikä antaa pelaajalle selkeän visuaalisen palautteen.","Dans cette vidéo, je présente le système de quêtes. Les PNJ de quête peuvent détenir un Quest ScriptableObject (QuestSO), qui comprend des champs facultatifs pour un niveau minimum requis et des conditions préalables pour terminer d'autres quêtes. L'indicateur au-dessus de la tête du PNJ change dynamiquement en fonction de l'état actuel de la quête qu'il détient, fournissant un retour visuel clair au joueur.","In diesem Video stelle ich das Questsystem vor. Quest-NPCs können ein Quest ScriptableObject (QuestSO) besitzen, das optionale Felder für eine Mindeststufenanforderung und Voraussetzungen für den Abschluss anderer Quests enthält. Die Anzeige über dem Kopf des NPCs ändert sich dynamisch basierend auf dem aktuellen Status der Quest, die er innehat, und gibt dem Spieler ein klares visuelles Feedback.","Ebben a videóban a küldetésrendszert mutatom be. A küldetés NPC-k tartalmazhatnak egy Quest ScriptableObject-et (QuestSO), amely opcionális mezőket tartalmaz a minimális szint követelményeihez és az egyéb küldetések teljesítésének előfeltételeihez. Az NPC feje feletti jelző dinamikusan változik a küldetés aktuális állapotától függően, egyértelmű vizuális visszajelzést adva a játékosnak.",このビデオではクエスト システムを紹介しています。 Quest NPC は Quest ScriptableObject (QuestSO) を保持できます。これには、最低レベル要件と他のクエストを完了するための前提条件のオプションのフィールドが含まれます。 NPC の頭の上にあるインジケーターは、NPC が保持しているクエストの現在の状態に基づいて動的に変化し、プレイヤーに明確な視覚的なフィードバックを提供します。,"Neste vídeo, estou apresentando o sistema de missões. Os NPCs da missão podem possuir um Quest ScriptableObject (QuestSO), que inclui campos opcionais para um requisito de nível mínimo e pré-requisitos para completar outras missões. O indicador acima da cabeça do NPC muda dinamicamente com base no estado atual da missão que ele realiza, fornecendo feedback visual claro ao jogador.","В этом видео я демонстрирую систему квестов. Квестовые NPC могут хранить Quest ScriptableObject (QuestSO), который включает дополнительные поля для требований минимального уровня и предварительных условий для выполнения других квестов. Индикатор над головой NPC динамически меняется в зависимости от текущего состояния квеста, который он держит, обеспечивая четкую визуальную обратную связь игроку.","En este video, muestro el sistema de misiones. Los NPC de Quest pueden tener un Quest ScriptableObject (QuestSO), que incluye campos opcionales para un requisito de nivel mínimo y requisitos previos para completar otras misiones. El indicador sobre la cabeza del NPC cambia dinámicamente según el estado actual de la misión que lleva a cabo, proporcionando información visual clara al jugador."
Programming_Project_MurlocRPG_Block3Title,,Teleporting,Teleporteren,传送,Teleportointi,Téléportation,Teleportieren,Teleportálás,テレポート,Teletransporte,Телепортация,Teletransportarse
